CS ID,Ve0,Ve0-Vo0,dx0,Vy
LS-THC-G1-2-E1-10-00B-3030-00000383,60,40,16,0.7
LS-THC-G1-2-E1-10-00B-3030-00000384,60,40,17,0.7
LS-THC-G1-2-E1-10-00B-3030-00000385,60,40,18,0.7
LS-THC-G1-2-E1-10-00B-3030-00000386,60,40,19,0.7
LS-THC-G1-2-E1-10-00B-3030-00000387,60,40,20,0.7
LS-THC-G1-2-E1-10-00B-3030-00000388,60,40,21,0.7
LS-THC-G1-2-E1-10-00B-3030-00000389,60,40,22,0.7
LS-THC-G1-2-E1-10-00B-3030-00000390,60,40,23,0.7
LS-THC-G1-2-E1-10-00B-3030-00000391,60,40,24,0.7
LS-THC-G1-2-E1-10-00B-3030-00000392,60,40,25,0.7
LS-THC-G1-2-E1-10-00B-3030-00000393,60,40,26,0.7
LS-THC-G1-2-E1-10-00B-3030-00000394,60,40,27,0.7
LS-THC-G1-2-E1-10-00B-3030-00000395,60,40,28,0.7
LS-THC-G1-2-E1-10-00B-3030-00000396,60,40,29,0.7
LS-THC-G1-2-E1-10-00B-3030-00000397,60,40,30,0.7
LS-THC-G1-2-E1-10-00B-3030-00000398,60,40,31,0.7
LS-THC-G1-2-E1-10-00B-3030-00000399,60,40,32,0.7
LS-THC-G1-2-E1-10-00B-3030-00000400,60,40,33,0.7
LS-THC-G1-2-E1-10-00B-3030-00000401,60,40,34,0.7
LS-THC-G1-2-E1-10-00B-3030-00000402,60,40,35,0.7
LS-THC-G1-2-E1-10-00B-3030-00000403,60,40,36,0.7
LS-THC-G1-2-E1-10-00B-3030-00000404,60,40,37,0.7
LS-THC-G1-2-E1-10-00B-3030-00000405,60,40,38,0.7
LS-THC-G1-2-E1-10-00B-3030-00000406,60,40,39,0.7
LS-THC-G1-2-E1-10-00B-3030-00000407,60,40,40,0.7
LS-THC-G1-2-E1-10-00B-3030-00000408,60,40,41,0.7
LS-THC-G1-2-E1-10-00B-3030-00000409,60,40,42,0.7
LS-THC-G1-2-E1-10-00B-3030-00000410,60,40,43,0.7
LS-THC-G1-2-E1-10-00B-3030-00000411,60,40,44,0.7
LS-THC-G1-2-E1-10-00B-3030-00000412,60,40,45,0.7
LS-THC-G1-2-E1-10-00B-3030-00000413,60,40,46,0.7
LS-THC-G1-2-E1-10-00B-3030-00000414,60,40,47,0.7
LS-THC-G1-2-E1-10-00B-3030-00000415,60,40,48,0.7
LS-THC-G1-2-E1-10-00B-3030-00000416,60,40,49,0.7
LS-THC-G1-2-E1-10-00B-3030-00000417,60,40,50,0.7
LS-THC-G1-2-E1-10-00B-3030-00000418,60,40,51,0.7
LS-THC-G1-2-E1-10-00B-3030-00000419,60,40,52,0.7
LS-THC-G1-2-E1-10-00B-3030-00000420,60,40,53,0.7
LS-THC-G1-2-E1-10-00B-3030-00000421,60,40,54,0.7
LS-THC-G1-2-E1-10-00B-3030-00000422,60,40,55,0.7
LS-THC-G1-2-E1-10-00B-3030-00000423,60,40,56,0.7
LS-THC-G1-2-E1-10-00B-3030-00000424,60,40,57,0.7
LS-THC-G1-2-E1-10-00B-3030-00000425,60,40,58,0.7
LS-THC-G1-2-E1-10-00B-3030-00000426,60,40,59,0.7
LS-THC-G1-2-E1-10-00B-3030-00000427,60,40,60,0.7
LS-THC-G1-2-E1-10-00B-3030-00000428,60,40,0,0.8
LS-THC-G1-2-E1-10-00B-3030-00000429,60,40,1,0.8
LS-THC-G1-2-E1-10-00B-3030-00000430,60,40,2,0.8
LS-THC-G1-2-E1-10-00B-3030-00000431,60,40,3,0.8
LS-THC-G1-2-E1-10-00B-3030-00000432,60,40,4,0.8
LS-THC-G1-2-E1-10-00B-3030-00000433,60,40,5,0.8
LS-THC-G1-2-E1-10-00B-3030-00000434,60,40,6,0.8
LS-THC-G1-2-E1-10-00B-3030-00000435,60,40,7,0.8
LS-THC-G1-2-E1-10-00B-3030-00000436,60,40,8,0.8
LS-THC-G1-2-E1-10-00B-3030-00000437,60,40,9,0.8
LS-THC-G1-2-E1-10-00B-3030-00000438,60,40,10,0.8
LS-THC-G1-2-E1-10-00B-3030-00000439,60,40,11,0.8
LS-THC-G1-2-E1-10-00B-3030-00000440,60,40,12,0.8
LS-THC-G1-2-E1-10-00B-3030-00000441,60,40,13,0.8
LS-THC-G1-2-E1-10-00B-3030-00000442,60,40,14,0.8
LS-THC-G1-2-E1-10-00B-3030-00000443,60,40,15,0.8
LS-THC-G1-2-E1-10-00B-3030-00000444,60,40,16,0.8
LS-THC-G1-2-E1-10-00B-3030-00000445,60,40,17,0.8
LS-THC-G1-2-E1-10-00B-3030-00000446,60,40,18,0.8
LS-THC-G1-2-E1-10-00B-3030-00000447,60,40,19,0.8
LS-THC-G1-2-E1-10-00B-3030-00000448,60,40,20,0.8
LS-THC-G1-2-E1-10-00B-3030-00000449,60,40,21,0.8
LS-THC-G1-2-E1-10-00B-3030-00000450,60,40,22,0.8
LS-THC-G1-2-E1-10-00B-3030-00000451,60,40,23,0.8
LS-THC-G1-2-E1-10-00B-3030-00000452,60,40,24,0.8
LS-THC-G1-2-E1-10-00B-3030-00000453,60,40,25,0.8
LS-THC-G1-2-E1-10-00B-3030-00000454,60,40,26,0.8
LS-THC-G1-2-E1-10-00B-3030-00000455,60,40,27,0.8
LS-THC-G1-2-E1-10-00B-3030-00000456,60,40,28,0.8
LS-THC-G1-2-E1-10-00B-3030-00000457,60,40,29,0.8
LS-THC-G1-2-E1-10-00B-3030-00000458,60,40,30,0.8
LS-THC-G1-2-E1-10-00B-3030-00000459,60,40,31,0.8
LS-THC-G1-2-E1-10-00B-3030-00000460,60,40,32,0.8
LS-THC-G1-2-E1-10-00B-3030-00000461,60,40,33,0.8
LS-THC-G1-2-E1-10-00B-3030-00000462,60,40,34,0.8
LS-THC-G1-2-E1-10-00B-3030-00000463,60,40,35,0.8
LS-THC-G1-2-E1-10-00B-3030-00000464,60,40,36,0.8
LS-THC-G1-2-E1-10-00B-3030-00000465,60,40,37,0.8
LS-THC-G1-2-E1-10-00B-3030-00000466,60,40,38,0.8
LS-THC-G1-2-E1-10-00B-3030-00000467,60,40,39,0.8
LS-THC-G1-2-E1-10-00B-3030-00000468,60,40,40,0.8
LS-THC-G1-2-E1-10-00B-3030-00000469,60,40,41,0.8
LS-THC-G1-2-E1-10-00B-3030-00000470,60,40,42,0.8
LS-THC-G1-2-E1-10-00B-3030-00000471,60,40,43,0.8
LS-THC-G1-2-E1-10-00B-3030-00000472,60,40,44,0.8
LS-THC-G1-2-E1-10-00B-3030-00000473,60,40,45,0.8
LS-THC-G1-2-E1-10-00B-3030-00000474,60,40,46,0.8
LS-THC-G1-2-E1-10-00B-3030-00000475,60,40,47,0.8
LS-THC-G1-2-E1-10-00B-3030-00000476,60,40,48,0.8
LS-THC-G1-2-E1-10-00B-3030-00000477,60,40,49,0.8
LS-THC-G1-2-E1-10-00B-3030-00000478,60,40,50,0.8
LS-THC-G1-2-E1-10-00B-3030-00000479,60,40,51,0.8
LS-THC-G1-2-E1-10-00B-3030-00000480,60,40,52,0.8
LS-THC-G1-2-E1-10-00B-3030-00000481,60,40,53,0.8
LS-THC-G1-2-E1-10-00B-3030-00000482,60,40,54,0.8
LS-THC-G1-2-E1-10-00B-3030-00000483,60,40,55,0.8
LS-THC-G1-2-E1-10-00B-3030-00000484,60,40,56,0.8
LS-THC-G1-2-E1-10-00B-3030-00000485,60,40,57,0.8
LS-THC-G1-2-E1-10-00B-3030-00000486,60,40,58,0.8
LS-THC-G1-2-E1-10-00B-3030-00000487,60,40,59,0.8
LS-THC-G1-2-E1-10-00B-3030-00000488,60,40,60,0.8
LS-THC-G1-2-E1-10-00B-3030-00000489,60,40,0,0.9
LS-THC-G1-2-E1-10-00B-3030-00000490,60,40,1,0.9
LS-THC-G1-2-E1-10-00B-3030-00000491,60,40,2,0.9
LS-THC-G1-2-E1-10-00B-3030-00000492,60,40,3,0.9
LS-THC-G1-2-E1-10-00B-3030-00000493,60,40,4,0.9
LS-THC-G1-2-E1-10-00B-3030-00000494,60,40,5,0.9
LS-THC-G1-2-E1-10-00B-3030-00000495,60,40,6,0.9
LS-THC-G1-2-E1-10-00B-3030-00000496,60,40,7,0.9
LS-THC-G1-2-E1-10-00B-3030-00000497,60,40,8,0.9
LS-THC-G1-2-E1-10-00B-3030-00000498,60,40,9,0.9
LS-THC-G1-2-E1-10-00B-3030-00000499,60,40,10,0.9
LS-THC-G1-2-E1-10-00B-3030-00000500,60,40,11,0.9
LS-THC-G1-2-E1-10-00B-3030-00000501,60,40,12,0.9
LS-THC-G1-2-E1-10-00B-3030-00000502,60,40,13,0.9
LS-THC-G1-2-E1-10-00B-3030-00000503,60,40,14,0.9
LS-THC-G1-2-E1-10-00B-3030-00000504,60,40,15,0.9
LS-THC-G1-2-E1-10-00B-3030-00000505,60,40,16,0.9
LS-THC-G1-2-E1-10-00B-3030-00000506,60,40,17,0.9
LS-THC-G1-2-E1-10-00B-3030-00000507,60,40,18,0.9
LS-THC-G1-2-E1-10-00B-3030-00000508,60,40,19,0.9
LS-THC-G1-2-E1-10-00B-3030-00000509,60,40,20,0.9
LS-THC-G1-2-E1-10-00B-3030-00000510,60,40,21,0.9
LS-THC-G1-2-E1-10-00B-3030-00000511,60,40,22,0.9
LS-THC-G1-2-E1-10-00B-3030-00000512,60,40,23,0.9
LS-THC-G1-2-E1-10-00B-3030-00000513,60,40,24,0.9
LS-THC-G1-2-E1-10-00B-3030-00000514,60,40,25,0.9
LS-THC-G1-2-E1-10-00B-3030-00000515,60,40,26,0.9
LS-THC-G1-2-E1-10-00B-3030-00000516,60,40,27,0.9
LS-THC-G1-2-E1-10-00B-3030-00000517,60,40,28,0.9
LS-THC-G1-2-E1-10-00B-3030-00000518,60,40,29,0.9
LS-THC-G1-2-E1-10-00B-3030-00000519,60,40,30,0.9
LS-THC-G1-2-E1-10-00B-3030-00000520,60,40,31,0.9
LS-THC-G1-2-E1-10-00B-3030-00000521,60,40,32,0.9
LS-THC-G1-2-E1-10-00B-3030-00000522,60,40,33,0.9
LS-THC-G1-2-E1-10-00B-3030-00000523,60,40,34,0.9
LS-THC-G1-2-E1-10-00B-3030-00000524,60,40,35,0.9
LS-THC-G1-2-E1-10-00B-3030-00000525,60,40,36,0.9
LS-THC-G1-2-E1-10-00B-3030-00000526,60,40,37,0.9
LS-THC-G1-2-E1-10-00B-3030-00000527,60,40,38,0.9
LS-THC-G1-2-E1-10-00B-3030-00000528,60,40,39,0.9
LS-THC-G1-2-E1-10-00B-3030-00000529,60,40,40,0.9
LS-THC-G1-2-E1-10-00B-3030-00000530,60,40,41,0.9
LS-THC-G1-2-E1-10-00B-3030-00000531,60,40,42,0.9
LS-THC-G1-2-E1-10-00B-3030-00000532,60,40,43,0.9
LS-THC-G1-2-E1-10-00B-3030-00000533,60,40,44,0.9
LS-THC-G1-2-E1-10-00B-3030-00000534,60,40,45,0.9
LS-THC-G1-2-E1-10-00B-3030-00000535,60,40,46,0.9
LS-THC-G1-2-E1-10-00B-3030-00000536,60,40,47,0.9
LS-THC-G1-2-E1-10-00B-3030-00000537,60,40,48,0.9
LS-THC-G1-2-E1-10-00B-3030-00000538,60,40,49,0.9
LS-THC-G1-2-E1-10-00B-3030-00000539,60,40,50,0.9
LS-THC-G1-2-E1-10-00B-3030-00000540,60,40,51,0.9
LS-THC-G1-2-E1-10-00B-3030-00000541,60,40,52,0.9
LS-THC-G1-2-E1-10-00B-3030-00000542,60,40,53,0.9
LS-THC-G1-2-E1-10-00B-3030-00000543,60,40,54,0.9
LS-THC-G1-2-E1-10-00B-3030-00000544,60,40,55,0.9
LS-THC-G1-2-E1-10-00B-3030-00000545,60,40,56,0.9
LS-THC-G1-2-E1-10-00B-3030-00000546,60,40,57,0.9
LS-THC-G1-2-E1-10-00B-3030-00000547,60,40,58,0.9
LS-THC-G1-2-E1-10-00B-3030-00000548,60,40,59,0.9
LS-THC-G1-2-E1-10-00B-3030-00000549,60,40,60,0.9
LS-THC-G1-2-E1-10-00B-3030-00000550,60,40,0,1
LS-THC-G1-2-E1-10-00B-3030-00000551,60,40,1,1
LS-THC-G1-2-E1-10-00B-3030-00000552,60,40,2,1
LS-THC-G1-2-E1-10-00B-3030-00000553,60,40,3,1
LS-THC-G1-2-E1-10-00B-3030-00000554,60,40,4,1
LS-THC-G1-2-E1-10-00B-3030-00000555,60,40,5,1
LS-THC-G1-2-E1-10-00B-3030-00000556,60,40,6,1
LS-THC-G1-2-E1-10-00B-3030-00000557,60,40,7,1
LS-THC-G1-2-E1-10-00B-3030-00000558,60,40,8,1
LS-THC-G1-2-E1-10-00B-3030-00000559,60,40,9,1
LS-THC-G1-2-E1-10-00B-3030-00000560,60,40,10,1
LS-THC-G1-2-E1-10-00B-3030-00000561,60,40,11,1
LS-THC-G1-2-E1-10-00B-3030-00000562,60,40,12,1
LS-THC-G1-2-E1-10-00B-3030-00000563,60,40,13,1
LS-THC-G1-2-E1-10-00B-3030-00000564,60,40,14,1
LS-THC-G1-2-E1-10-00B-3030-00000565,60,40,15,1
LS-THC-G1-2-E1-10-00B-3030-00000566,60,40,16,1
LS-THC-G1-2-E1-10-00B-3030-00000567,60,40,17,1
LS-THC-G1-2-E1-10-00B-3030-00000568,60,40,18,1
LS-THC-G1-2-E1-10-00B-3030-00000569,60,40,19,1
LS-THC-G1-2-E1-10-00B-3030-00000570,60,40,20,1
LS-THC-G1-2-E1-10-00B-3030-00000571,60,40,21,1
LS-THC-G1-2-E1-10-00B-3030-00000572,60,40,22,1
LS-THC-G1-2-E1-10-00B-3030-00000573,60,40,23,1
LS-THC-G1-2-E1-10-00B-3030-00000574,60,40,24,1
LS-THC-G1-2-E1-10-00B-3030-00000575,60,40,25,1
LS-THC-G1-2-E1-10-00B-3030-00000576,60,40,26,1
LS-THC-G1-2-E1-10-00B-3030-00000577,60,40,27,1
LS-THC-G1-2-E1-10-00B-3030-00000578,60,40,28,1
LS-THC-G1-2-E1-10-00B-3030-00000579,60,40,29,1
LS-THC-G1-2-E1-10-00B-3030-00000580,60,40,30,1
LS-THC-G1-2-E1-10-00B-3030-00000581,60,40,31,1
LS-THC-G1-2-E1-10-00B-3030-00000582,60,40,32,1
LS-THC-G1-2-E1-10-00B-3030-00000583,60,40,33,1
LS-THC-G1-2-E1-10-00B-3030-00000584,60,40,34,1
LS-THC-G1-2-E1-10-00B-3030-00000585,60,40,35,1
LS-THC-G1-2-E1-10-00B-3030-00000586,60,40,36,1
LS-THC-G1-2-E1-10-00B-3030-00000587,60,40,37,1
LS-THC-G1-2-E1-10-00B-3030-00000588,60,40,38,1
LS-THC-G1-2-E1-10-00B-3030-00000589,60,40,39,1
LS-THC-G1-2-E1-10-00B-3030-00000590,60,40,40,1
LS-THC-G1-2-E1-10-00B-3030-00000591,60,40,41,1
LS-THC-G1-2-E1-10-00B-3030-00000592,60,40,42,1
LS-THC-G1-2-E1-10-00B-3030-00000593,60,40,43,1
LS-THC-G1-2-E1-10-00B-3030-00000594,60,40,44,1
LS-THC-G1-2-E1-10-00B-3030-00000595,60,40,45,1
LS-THC-G1-2-E1-10-00B-3030-00000596,60,40,46,1
LS-THC-G1-2-E1-10-00B-3030-00000597,60,40,47,1
LS-THC-G1-2-E1-10-00B-3030-00000598,60,40,48,1
LS-THC-G1-2-E1-10-00B-3030-00000599,60,40,49,1
LS-THC-G1-2-E1-10-00B-3030-00000600,60,40,50,1
LS-THC-G1-2-E1-10-00B-3030-00000601,60,40,51,1
LS-THC-G1-2-E1-10-00B-3030-00000602,60,40,52,1
LS-THC-G1-2-E1-10-00B-3030-00000603,60,40,53,1
LS-THC-G1-2-E1-10-00B-3030-00000604,60,40,54,1
LS-THC-G1-2-E1-10-00B-3030-00000605,60,40,55,1
LS-THC-G1-2-E1-10-00B-3030-00000606,60,40,56,1
LS-THC-G1-2-E1-10-00B-3030-00000607,60,40,57,1
LS-THC-G1-2-E1-10-00B-3030-00000608,60,40,58,1
LS-THC-G1-2-E1-10-00B-3030-00000609,60,40,59,1
LS-THC-G1-2-E1-10-00B-3030-00000610,60,40,60,1
LS-THC-G1-2-E1-10-00B-3030-00000611,60,40,0,1.1
LS-THC-G1-2-E1-10-00B-3030-00000612,60,40,1,1.1
LS-THC-G1-2-E1-10-00B-3030-00000613,60,40,2,1.1
LS-THC-G1-2-E1-10-00B-3030-00000614,60,40,3,1.1
LS-THC-G1-2-E1-10-00B-3030-00000615,60,40,4,1.1
LS-THC-G1-2-E1-10-00B-3030-00000616,60,40,5,1.1
LS-THC-G1-2-E1-10-00B-3030-00000617,60,40,6,1.1
LS-THC-G1-2-E1-10-00B-3030-00000618,60,40,7,1.1
LS-THC-G1-2-E1-10-00B-3030-00000619,60,40,8,1.1
LS-THC-G1-2-E1-10-00B-3030-00000620,60,40,9,1.1
LS-THC-G1-2-E1-10-00B-3030-00000621,60,40,10,1.1
LS-THC-G1-2-E1-10-00B-3030-00000622,60,40,11,1.1
LS-THC-G1-2-E1-10-00B-3030-00000623,60,40,12,1.1
LS-THC-G1-2-E1-10-00B-3030-00000624,60,40,13,1.1
LS-THC-G1-2-E1-10-00B-3030-00000625,60,40,14,1.1
LS-THC-G1-2-E1-10-00B-3030-00000626,60,40,15,1.1
LS-THC-G1-2-E1-10-00B-3030-00000627,60,40,16,1.1
LS-THC-G1-2-E1-10-00B-3030-00000628,60,40,17,1.1
LS-THC-G1-2-E1-10-00B-3030-00000629,60,40,18,1.1
LS-THC-G1-2-E1-10-00B-3030-00000630,60,40,19,1.1
LS-THC-G1-2-E1-10-00B-3030-00000631,60,40,20,1.1
LS-THC-G1-2-E1-10-00B-3030-00000632,60,40,21,1.1
LS-THC-G1-2-E1-10-00B-3030-00000633,60,40,22,1.1
LS-THC-G1-2-E1-10-00B-3030-00000634,60,40,23,1.1
LS-THC-G1-2-E1-10-00B-3030-00000635,60,40,24,1.1
LS-THC-G1-2-E1-10-00B-3030-00000636,60,40,25,1.1
LS-THC-G1-2-E1-10-00B-3030-00000637,60,40,26,1.1
LS-THC-G1-2-E1-10-00B-3030-00000638,60,40,27,1.1
LS-THC-G1-2-E1-10-00B-3030-00000639,60,40,28,1.1
LS-THC-G1-2-E1-10-00B-3030-00000640,60,40,29,1.1
LS-THC-G1-2-E1-10-00B-3030-00000641,60,40,30,1.1
LS-THC-G1-2-E1-10-00B-3030-00000642,60,40,31,1.1
LS-THC-G1-2-E1-10-00B-3030-00000643,60,40,32,1.1
LS-THC-G1-2-E1-10-00B-3030-00000644,60,40,33,1.1
LS-THC-G1-2-E1-10-00B-3030-00000645,60,40,34,1.1
LS-THC-G1-2-E1-10-00B-3030-00000646,60,40,35,1.1
LS-THC-G1-2-E1-10-00B-3030-00000647,60,40,36,1.1
LS-THC-G1-2-E1-10-00B-3030-00000648,60,40,37,1.1
LS-THC-G1-2-E1-10-00B-3030-00000649,60,40,38,1.1
LS-THC-G1-2-E1-10-00B-3030-00000650,60,40,39,1.1
LS-THC-G1-2-E1-10-00B-3030-00000651,60,40,40,1.1
LS-THC-G1-2-E1-10-00B-3030-00000652,60,40,41,1.1
LS-THC-G1-2-E1-10-00B-3030-00000653,60,40,42,1.1
LS-THC-G1-2-E1-10-00B-3030-00000654,60,40,43,1.1
LS-THC-G1-2-E1-10-00B-3030-00000655,60,40,44,1.1
LS-THC-G1-2-E1-10-00B-3030-00000656,60,40,45,1.1
LS-THC-G1-2-E1-10-00B-3030-00000657,60,40,46,1.1
LS-THC-G1-2-E1-10-00B-3030-00000658,60,40,47,1.1
LS-THC-G1-2-E1-10-00B-3030-00000659,60,40,48,1.1
LS-THC-G1-2-E1-10-00B-3030-00000660,60,40,49,1.1
LS-THC-G1-2-E1-10-00B-3030-00000661,60,40,50,1.1
LS-THC-G1-2-E1-10-00B-3030-00000662,60,40,51,1.1
LS-THC-G1-2-E1-10-00B-3030-00000663,60,40,52,1.1
LS-THC-G1-2-E1-10-00B-3030-00000664,60,40,53,1.1
LS-THC-G1-2-E1-10-00B-3030-00000665,60,40,54,1.1
LS-THC-G1-2-E1-10-00B-3030-00000666,60,40,55,1.1
LS-THC-G1-2-E1-10-00B-3030-00000667,60,40,56,1.1
LS-THC-G1-2-E1-10-00B-3030-00000668,60,40,57,1.1
LS-THC-G1-2-E1-10-00B-3030-00000669,60,40,58,1.1
LS-THC-G1-2-E1-10-00B-3030-00000670,60,40,59,1.1
LS-THC-G1-2-E1-10-00B-3030-00000671,60,40,60,1.1
LS-THC-G1-2-E1-10-00B-3030-00000672,60,40,0,1.2
LS-THC-G1-2-E1-10-00B-3030-00000673,60,40,1,1.2
LS-THC-G1-2-E1-10-00B-3030-00000674,60,40,2,1.2
LS-THC-G1-2-E1-10-00B-3030-00000675,60,40,3,1.2
LS-THC-G1-2-E1-10-00B-3030-00000676,60,40,4,1.2
LS-THC-G1-2-E1-10-00B-3030-00000677,60,40,5,1.2
LS-THC-G1-2-E1-10-00B-3030-00000678,60,40,6,1.2
LS-THC-G1-2-E1-10-00B-3030-00000679,60,40,7,1.2
LS-THC-G1-2-E1-10-00B-3030-00000680,60,40,8,1.2
LS-THC-G1-2-E1-10-00B-3030-00000681,60,40,9,1.2
LS-THC-G1-2-E1-10-00B-3030-00000682,60,40,10,1.2
LS-THC-G1-2-E1-10-00B-3030-00000683,60,40,11,1.2
LS-THC-G1-2-E1-10-00B-3030-00000684,60,40,12,1.2
LS-THC-G1-2-E1-10-00B-3030-00000685,60,40,13,1.2
LS-THC-G1-2-E1-10-00B-3030-00000686,60,40,14,1.2
LS-THC-G1-2-E1-10-00B-3030-00000687,60,40,15,1.2
LS-THC-G1-2-E1-10-00B-3030-00000688,60,40,16,1.2
LS-THC-G1-2-E1-10-00B-3030-00000689,60,40,17,1.2
LS-THC-G1-2-E1-10-00B-3030-00000690,60,40,18,1.2
LS-THC-G1-2-E1-10-00B-3030-00000691,60,40,19,1.2
LS-THC-G1-2-E1-10-00B-3030-00000692,60,40,20,1.2
LS-THC-G1-2-E1-10-00B-3030-00000693,60,40,21,1.2
LS-THC-G1-2-E1-10-00B-3030-00000694,60,40,22,1.2
LS-THC-G1-2-E1-10-00B-3030-00000695,60,40,23,1.2
LS-THC-G1-2-E1-10-00B-3030-00000696,60,40,24,1.2
LS-THC-G1-2-E1-10-00B-3030-00000697,60,40,25,1.2
LS-THC-G1-2-E1-10-00B-3030-00000698,60,40,26,1.2
LS-THC-G1-2-E1-10-00B-3030-00000699,60,40,27,1.2
LS-THC-G1-2-E1-10-00B-3030-00000700,60,40,28,1.2
LS-THC-G1-2-E1-10-00B-3030-00000701,60,40,29,1.2
LS-THC-G1-2-E1-10-00B-3030-00000702,60,40,30,1.2
LS-THC-G1-2-E1-10-00B-3030-00000703,60,40,31,1.2
LS-THC-G1-2-E1-10-00B-3030-00000704,60,40,32,1.2
LS-THC-G1-2-E1-10-00B-3030-00000705,60,40,33,1.2
LS-THC-G1-2-E1-10-00B-3030-00000706,60,40,34,1.2
LS-THC-G1-2-E1-10-00B-3030-00000707,60,40,35,1.2
LS-THC-G1-2-E1-10-00B-3030-00000708,60,40,36,1.2
LS-THC-G1-2-E1-10-00B-3030-00000709,60,40,37,1.2
LS-THC-G1-2-E1-10-00B-3030-00000710,60,40,38,1.2
LS-THC-G1-2-E1-10-00B-3030-00000711,60,40,39,1.2
LS-THC-G1-2-E1-10-00B-3030-00000712,60,40,40,1.2
LS-THC-G1-2-E1-10-00B-3030-00000713,60,40,41,1.2
LS-THC-G1-2-E1-10-00B-3030-00000714,60,40,42,1.2
LS-THC-G1-2-E1-10-00B-3030-00000715,60,40,43,1.2
LS-THC-G1-2-E1-10-00B-3030-00000716,60,40,44,1.2
LS-THC-G1-2-E1-10-00B-3030-00000717,60,40,45,1.2
LS-THC-G1-2-E1-10-00B-3030-00000718,60,40,46,1.2
LS-THC-G1-2-E1-10-00B-3030-00000719,60,40,47,1.2
LS-THC-G1-2-E1-10-00B-3030-00000720,60,40,48,1.2
LS-THC-G1-2-E1-10-00B-3030-00000721,60,40,49,1.2
LS-THC-G1-2-E1-10-00B-3030-00000722,60,40,50,1.2
LS-THC-G1-2-E1-10-00B-3030-00000723,60,40,51,1.2
LS-THC-G1-2-E1-10-00B-3030-00000724,60,40,52,1.2
LS-THC-G1-2-E1-10-00B-3030-00000725,60,40,53,1.2
LS-THC-G1-2-E1-10-00B-3030-00000726,60,40,54,1.2
LS-THC-G1-2-E1-10-00B-3030-00000727,60,40,55,1.2
LS-THC-G1-2-E1-10-00B-3030-00000728,60,40,56,1.2
LS-THC-G1-2-E1-10-00B-3030-00000729,60,40,57,1.2
LS-THC-G1-2-E1-10-00B-3030-00000730,60,40,58,1.2
LS-THC-G1-2-E1-10-00B-3030-00000731,60,40,59,1.2
LS-THC-G1-2-E1-10-00B-3030-00000732,60,40,60,1.2
LS-THC-G1-2-E1-10-00B-3030-00000733,60,40,0,1.3
LS-THC-G1-2-E1-10-00B-3030-00000734,60,40,1,1.3
LS-THC-G1-2-E1-10-00B-3030-00000735,60,40,2,1.3
LS-THC-G1-2-E1-10-00B-3030-00000736,60,40,3,1.3
LS-THC-G1-2-E1-10-00B-3030-00000737,60,40,4,1.3
LS-THC-G1-2-E1-10-00B-3030-00000738,60,40,5,1.3
LS-THC-G1-2-E1-10-00B-3030-00000739,60,40,6,1.3
LS-THC-G1-2-E1-10-00B-3030-00000740,60,40,7,1.3
LS-THC-G1-2-E1-10-00B-3030-00000741,60,40,8,1.3
LS-THC-G1-2-E1-10-00B-3030-00000742,60,40,9,1.3
LS-THC-G1-2-E1-10-00B-3030-00000743,60,40,10,1.3
LS-THC-G1-2-E1-10-00B-3030-00000744,60,40,11,1.3
LS-THC-G1-2-E1-10-00B-3030-00000745,60,40,12,1.3
LS-THC-G1-2-E1-10-00B-3030-00000746,60,40,13,1.3
LS-THC-G1-2-E1-10-00B-3030-00000747,60,40,14,1.3
LS-THC-G1-2-E1-10-00B-3030-00000748,60,40,15,1.3
LS-THC-G1-2-E1-10-00B-3030-00000749,60,40,16,1.3
LS-THC-G1-2-E1-10-00B-3030-00000750,60,40,17,1.3
LS-THC-G1-2-E1-10-00B-3030-00000751,60,40,18,1.3
LS-THC-G1-2-E1-10-00B-3030-00000752,60,40,19,1.3
LS-THC-G1-2-E1-10-00B-3030-00000753,60,40,20,1.3
LS-THC-G1-2-E1-10-00B-3030-00000754,60,40,21,1.3
LS-THC-G1-2-E1-10-00B-3030-00000755,60,40,22,1.3
LS-THC-G1-2-E1-10-00B-3030-00000756,60,40,23,1.3
LS-THC-G1-2-E1-10-00B-3030-00000757,60,40,24,1.3
LS-THC-G1-2-E1-10-00B-3030-00000758,60,40,25,1.3
LS-THC-G1-2-E1-10-00B-3030-00000759,60,40,26,1.3
LS-THC-G1-2-E1-10-00B-3030-00000760,60,40,27,1.3
LS-THC-G1-2-E1-10-00B-3030-00000761,60,40,28,1.3
LS-THC-G1-2-E1-10-00B-3030-00000762,60,40,29,1.3
LS-THC-G1-2-E1-10-00B-3030-00000763,60,40,30,1.3
LS-THC-G1-2-E1-10-00B-3030-00000764,60,40,31,1.3
LS-THC-G1-2-E1-10-00B-3030-00000765,60,40,32,1.3
LS-THC-G1-2-E1-10-00B-3030-00000766,60,40,33,1.3
LS-THC-G1-2-E1-10-00B-3030-00000767,60,40,34,1.3
LS-THC-G1-2-E1-10-00B-3030-00000768,60,40,35,1.3
LS-THC-G1-2-E1-10-00B-3030-00000769,60,40,36,1.3
LS-THC-G1-2-E1-10-00B-3030-00000770,60,40,37,1.3
LS-THC-G1-2-E1-10-00B-3030-00000771,60,40,38,1.3
LS-THC-G1-2-E1-10-00B-3030-00000772,60,40,39,1.3
LS-THC-G1-2-E1-10-00B-3030-00000773,60,40,40,1.3
